mukey,ssurgo_si_ft,ssurgo_si_base,n_components,ssurgo_si_m
1678429,95.4132231404959,,3,29.0819504132231
1425359,79.3666666666667,,5,24.19096
1713202,76.1111111111111,,4,23.1986666666667
334094,86.8817204301075,,2,26.4815483870968
575584,77.3333333333333,,1,23.5712
1151431,73.2608695652174,,4,22.3299130434783
320811,82.6229508196721,,3,25.1834754098361
322739,91.4979253112033,,3,27.8885676348548
1479358,83.421052631579,,3,25.4267368421053
374410,82.3529411764706,,2,25.1011764705882
1416162,57.1461794019934,,5,17.4181554817276
333553,84.2741935483871,,2,25.6867741935484
2686808,78.6546184738956,,2,23.9739277108434
322736,78.0277777777778,,3,23.7828666666667
3102859,51.9166666666667,,3,15.8242
3117630,88.4074074074074,,2,26.9465777777778
1586096,92,,1,28.0416
379704,93.6521739130435,,2,28.5451826086957
797479,75.1451612903226,,4,22.9042451612903
1148817,85.32,,4,26.005536
1483843,65.25,,6,19.8882
328159,77.4074074074074,,2,23.5937777777778
1473376,85,,3,25.908
326990,98.2089552238806,,2,29.9340895522388
2760777,85,,2,25.908
2686814,83.3373913043478,,3,25.4012368695652
320794,87.8571428571429,,2,26.7788571428572
1413682,93,,1,28.3464
631616,79.0397350993378,,5,24.0913112582781
1421610,61.1363636363636,,5,18.6343636363636
2400510,75.301724137931,,5,22.9519655172414
1444895,85.405498281787,,4,26.0315958762887
1473293,53.3617747440273,,5,16.2646689419795
575949,74,,1,22.5552
332571,87.5,,1,26.67
332443,83.984076433121,,4,25.5983464968153
1454434,75.2586206896552,,4,22.9388275862069
2888508,93.92,,2,28.626816
1453485,87.12,,4,26.554176
323996,83.75,,1,25.527
322770,77.1241379310345,,4,23.5074372413793
1399066,89.864406779661,,4,27.3906711864407
1380346,73.3333333333333,,2,22.352
332385,98.1310344827586,,5,29.9103393103448
1380294,82.7666666666667,,3,25.22728
379689,93.0225563909774,,4,28.3532751879699
1444697,68.6666666666667,,2,20.9296
1472748,83.1875,,4,25.35555
1148850,84.1034482758621,,4,25.6347310344828
321794,75,,1,22.86
3103034,74.4444444444445,,5,22.6906666666667
1483423,64.5050847457627,,7,19.6611498305085
754277,83.3333333333333,,1,25.4
1421817,82.7,,5,25.20696
2888365,85.9154228855721,,3,26.1870208955224
1380315,74.3692810457516,,5,22.6677568627451
1472770,93.5820895522388,,5,28.5238208955224
132848,65.25,,2,19.8882
1454417,87.9333333333334,,5,26.80208
2888425,87.9130434782609,,2,26.7958956521739
334132,74.6153846153846,,2,22.7427692307692
332591,89,,1,27.1272
1678422,110,,1,33.528
